Symbol,Amount,Price,Worth
ETH,243300.0044,2630.53,640007960.5
ETC,560000,20.26,11345600
ABSHIBA.com,8824230,0.13989778,1234490.186
Zepe.io,750000,0.22512415,168843.1126
OMG,42182.72667,0.288772948,12181.23035
XDATA,59281.68361,0.04439832,2632.007159
FORTH,362.0059843,3.162323717,1144.78011
pwx,100000.22,0.000980557,98.05590377
LPT,2.050705406,14.80826653,30.36739223
PEN,69420000,3.55E-07,24.63052312
PHIL,1124,0.020851259,23.43681498
FREE,100000000,1.49E-07,14.88
HEX,1100,0.010477643,11.52540753
PLS,243300.0035,4.60E-05,11.18374926
ETH,240000.0296,2630.53,631327277.7
Zepe.io,750000,0.22512415,168843.1126
MARU,400000000,8.24E-05,32978.71485
WOJAK,21691200.34,0.000746447,16191.32429
0xBTC,210050,0.068711507,14432.85204
STRK,15862,0.468918007,7437.97743
UTMDoge,1.43E+18,2.16E-15,3101.433039
APPA,399828.8843,0.005845066,2337.026246
longcc ,49500000000,2.80E-08,1384.877188
DADA,9259750.528,8.28E-05,767.1019385
MARS,10000000,5.34E-05,534.2605241
SPTACUS,1.03608E+14,4.55E-12,471.8150093
AI WEB3,1E+13,2.66E-11,266.1863708
TIR,9000000000,1.26E-08,113.007934
WLC,175.2558478,0.283074558,49.61047171
CSCEC,11,4.053152141,44.58467355
PEN,69420000,3.55E-07,24.63052312
BNB,0.031219617,594.9,18.57255043
KLEE,3.69866E+12,4.42E-12,16.36447251
PLS,344001.0114,4.60E-05,15.81266339
SIMBA,3E+11,5.22E-11,15.6595397
MOPS,80000000,1.25E-07,10.03581182
ETH,229234.041,2630.53,603007021.9
ETH,220346.7689,2630.53,579628785.9
USDT,90,1.00009,90.0081
MIMIC,3.1E+11,1.61E-10,49.82411204
PEN,69420000,3.55E-07,24.63052312
ETH,0.099675031,2630.53,262.1981591
ETH,205225.2725,2630.53,539851236.2
PAXG,2321.292115,2652.946351,6158263.447
PAXG,2039.633635,21.74408164,44349.96028
PEN,69420000,3.55E-07,24.63052312
ETH,187068.1958,2630.53,492088501.2
Zepe.io,750000,0.22512415,168843.1126
OMG,14091.15458,0.288772948,4069.144254
XDATA,19803.06711,0.04439832,879.2229107
LPT,2.085114765,14.80826653,30.87693519
PEN,69420000,3.55E-07,24.63052312
HEX,1000,0.010477643,10.47764321
ETH,185471.7975,2630.53,487889127.6
LINK,1324700.823,12.51661585,16580771.32
ETH,5506.848757,2630.53,14485930.86
AVAX,270581.1264,29.03,7854970.1
PEPE,7.18332E+11,9.46E-06,6795418.223
USDC,5377986.175,1,5377986.175
ETH,1859.914338,2630.53,4892560.464
WETH,1859.711774,2630.53,4892027.613
ETH,1855.236308,2630.53,4880254.765
FTM,6308877.985,0.6883,4342400.717
MATIC,9396269.516,0.421317091,3958808.941
SHIB,2.01138E+11,1.85E-05,3711204.537
OCEAN,4167642.83,0.711180596,2963946.713
AAVE,16452.23885,164.9636325,2714021.084
UNI,326888.839,7.331671664,2396641.638
GRT,11187018.32,0.185993109,2080708.322
IMX,1167716.844,1.765461151,2061558.724
MANA,5825145.489,0.320475539,1866816.641
QNT,22935.77683,78.49334571,1800305.86
STORJ,3980453.772,0.440633606,1753921.698
PAXG,547.3682185,2652.946351,1452138.518
ARB,1931878.543,0.6157,1189457.619
ONDO,1219540.614,0.818058764,997655.8871
OP,548286.8918,1.7332,950290.8409
GALA,39696954.97,0.023134203,918357.4186
JASMY,37532559.74,0.02304258,864847.0063
USDC,805852.7681,1,805852.7681
SAND,2597286.114,0.28722209,745997.945
MOVR,58157.98742,10.849,630956.0055
USDC,625672.3515,1,625672.3515
SUPER,590436.7307,1.042438801,615494.1575
GNO,3614.511411,161.2,582659.2394
WBTC,7.716898,64966.03,501336.227
ACH,24471453.51,0.02024677,495467.9014
L3,6409623.183,0.07067,452968.0704
CHR,2021099.949,0.216723265,438019.3801
APE,529267.7326,0.826126381,437242.0363
DAI,432948.0098,0.9999,432904.715
DAI,432948.0097,0.9999,432904.7149
MKR,268.9284588,1603.339275,431183.56
COTI,3437079.616,0.123901547,425859.48
GLMR,2109454.729,0.1904,401640.1804
LRC,2862998.293,0.137637719,394056.5559
CHZ,5618714.67,0.069516867,390595.4406
LCX,2289017.877,0.17058147,390464.0336
MLN,23686.25431,16.34733539,387207.1434
SNX,225878.5844,1.703715077,384832.75
CRV,1250474.113,0.298,372641.2857
LDO,292779.8669,1.245633751,364696.4836
ENJ,2030152.588,0.162797889,330504.5547
USDT,325782.4495,1.00009,325811.7699
YFI,60.18811258,5260.050605,316592.518
LSK,334846.0377,0.940697838,314988.9435
ANKR,10080936.35,0.030314532,305598.8698
BAT,1489803.863,0.192229377,286384.0683
ZRO,54120.722,5.021417122,271762.7201
ENS,13644.51865,19.25775909,262762.8531
ANT,39060.78315,6.606400503,258051.1775
DYDX,245927.1905,1.043869681,256715.938
COMP,4751.660989,48.96493216,232664.758
CXT,1934385.741,0.114298202,221096.8119
BAND,163359.2508,1.291441907,210968.9823
WOO,1071057.494,0.193912895,207691.8597
AXS,37593.00277,5.22540373,196438.6169
ZRX,545835.2074,0.352531934,192424.3414
BLUR,799626.808,0.239239558,191302.3639
USDT,189635.7246,1.00009,189652.7918
USDT,189027.0997,1.00009,189044.1122
BEAM,9902779.665,0.018383385,182046.6099
LPT,12257.79386,14.80826653,181516.6786
MC,96574.91437,1.843038578,177991.2929
SUSHI,234238.9078,0.738018395,172872.6227
OMG,537471.4905,0.288772948,155207.227
TVK,1262991.822,0.118207307,149294.8625
API3,87945.24111,1.621755748,142625.7003
RARI,66125.27839,2.065108479,136555.8731
LMWR,761456.445,0.177470969,135136.413
USDC,134308.7947,1,134308.7947
KEEP,1030187.871,0.125250293,129031.3329
USDT,127578.7903,1.00009,127590.2724
AXL,175388.2195,0.7039,123455.7677
PERP,174299.7306,0.697371032,121551.583
OXT,1541004.225,0.076890548,118488.6586
CTSI,744110.1507,0.143832879,107027.5054
GMX,3878.57125,25.88488334,100396.3643
ENA,275135.3607,0.360938589,99306.9689
NMR,6076.491133,16.19623224,98416.26161
POL,234879.887,0.417217923,97996.09857
POL,227642.6841,0.4244,96611.55512
1INCH,294737.0976,0.299867842,88382.17733
CVX,41170.22237,2.079042734,85594.6517
CELR,5982359.032,0.013894843,83123.93778
RPL,7091.960783,11.46261486,81292.41503
REN,1908285.005,0.0425,81102.11269
RLC,46182.47618,1.693939634,78230.32681
FXS,36879.06646,2.046671047,75479.31758
ZETA,101731.7061,0.7004,71252.88692
SGB,9685976.648,0.007229,70019.92519
XCN,46551521.74,0.001429024,66523.23775
YGG,135769.7714,0.479545072,65107.7248
KNC,126953.5125,0.4958,62943.55147
FLOKI,375269376.8,0.000149962,56276.18518
AUDIO,405317.6662,0.138690957,56213.89515
DENT,60154468.67,0.000934104,56190.53618
GHST,49910.65054,1.083,54053.23453
ROOK,54663.3466,0.958312212,52384.55261
BADGER,16182.41867,3.174926135,51377.98398
KP3R,978.9170188,51.16588246,50087.15312
SYN,100097.7737,0.499464549,49995.28941
BLZ,315365.137,0.152816384,48192.95994
TRU,419798.6191,0.104894857,44034.71627
POWR,187405.3688,0.230797016,43252.59992
USDC,41551.04479,1,41551.04479
BAL,19516.76477,2.108983421,41160.53332
RAD,31246.3581,1.17978878,36864.10271
BOBA,149221.836,0.24572,36666.78954
TOKE,50734.09228,0.677143306,34354.25095
OGN,348953.3316,0.095880603,33457.856
PSTAKE,565415.2383,0.0577,32624.45925
BIGTIME,246714.1253,0.13181318,32520.17339
ARKM,21070.83843,1.481246739,31211.11071
ARPA,642253.3253,0.04764,30596.94842
MIR,1838429.421,0.016337893,30036.06255
CQT,6364297.899,0.004543649,28917.13278
UMA,11049.09476,2.450224929,27072.76743
RARE,188247.8138,0.142361051,26799.15655
RBC,1485271.377,0.017997899,26731.76485
MASK,11116.74927,2.367808112,26322.3291
TURBO,3905245.729,0.006243453,24382.21778
STG,69378.70444,0.3497,24261.73294
ALICE,20807.84874,1.150537426,23940.20874
BICO,95773.46028,0.24753801,23707.57173
MXC,3240641.79,0.007266004,23546.51535
REPv2,75443.84902,0.309646948,23360.95761
BOND,13722.6782,1.690054961,23192.08037
EUL,5674.939113,3.994,22665.70682
REQ,195527.5419,0.107596611,21038.10088
TLM,1699996.203,0.01161,19736.95592
HFT,116064.2389,0.1692,19638.06922
FORTH,5955.670683,3.162323717,18833.75865
SPELL,31894551.23,0.000586516,18706.66594
ALCX,1173.952383,15.06507248,17685.67774
BIT,24143.78318,0.729801205,17620.16206
MULTI,37149.67463,0.45739869,16992.21251
CPOOL,123376.5913,0.137679794,16986.46362
PRIME,1454.565972,11.50717386,16737.94353
tBTC,0.25206614,65008.43964,16386.42645
POND,1231038.727,0.012962459,15957.28869
BNT,29975.95546,0.531658011,15936.95687
REP,22405.9352,0.634045713,14206.38716
FARM,312.6483267,44.11633974,13792.8998
POLS,41197.45375,0.332364271,13692.56166
UNFI,4773.539848,2.742875312,13093.2246
ALPHA,179281.0476,0.065605467,11761.81689
FIS,33634.50787,0.349688247,11761.59209
PORTAL,32672.8781,0.348921008,11400.25357
AGLD,11540.88905,0.9792,11300.83856
GTC,13502.35772,0.666167884,8994.837069
CVC,71260.19104,0.123982168,8834.993013
ALT,63809.15315,0.12856,8203.304729
WETH,3.10061212,2630.53,8156.2532
MNT,12278.65052,0.644360442,7911.876678
T,296398.7137,0.026037195,7717.390976
AEVO,17470.54365,0.422587125,7382.826812
IDEX,129329.5835,0.04429,5728.007255
EURT,4872.948166,1.1039,5379.24748
C98,35580.125,0.136945284,4872.530312
PYUSD,4844.65824,0.999887669,4844.114036
SAFE,4897.067737,0.827386349,4051.766997
ETHFI,2214.374535,1.657062409,3669.356802
ADX,20670.00143,0.154498115,3193.476263
REZ,37120.86936,0.045265233,1680.284782
PDA,23834.7608,0.0511,1217.956277
Auction,19.18736,15.54,298.1715744
USDC,189.05288,1,189.05288
USDC,52,1,52
SXP,1442.13323,0.01211707,17.47442861
SHIB,3.57535E+13,1.85E-05,659688416.7
ETH,184516.7399,2630.53,485376819.8
CRO,4816707961,0.085469673,411682455.8
PEPE,9.6483E+12,9.46E-06,91272953.67
PYUSD,46065472.51,0.999887669,46060297.95
POL,84583647.07,0.417217923,35289813.53
USDT,32249598.67,1.00009,32252501.13
LINK,2523775.954,12.51661585,31589134.11
ELON,1.97999E+14,1.40E-07,27684948.67
JASMY,1142881018,0.02304258,26334927.16
FLOKI,1.75599E+11,0.000149962,26333250.95
PENDLE,4051041.698,4.5375065,18381628.03
LADYS,1.96666E+14,9.34E-08,18375790.17
GALA,744965869.2,0.023134203,17234191.72
Mog,1.12209E+13,1.43E-06,16016980.23
CRO,734917115.2,0.016660507,12244092.01
BDAG,100000000,0.120715882,12071588.18
BEAM,595611899,0.018383385,10949362.77
QNT,133431.9034,78.49334571,10473516.52
ONDO,11699470.81,0.818058764,9570854.631
AIOZ,14699148.15,0.541244261,7955829.575
TURBO,1263275971,0.006243453,7887204.028
MANA,23411130.76,0.320475539,7502694.75
RSR,1039038363,0.006957849,7229472.057
SAND,25068563.42,0.28722209,7200245.169
GRT,35992156.43,0.185993109,6694293.088
SUPER,6127935.011,1.042438801,6387997.224
IMX,3266541.91,1.765461151,5766952.842
USDC,5754397.72,1,5754397.72
CELR,352022356.7,0.013894843,4891295.277
UNI,502269.5465,7.331671664,3682475.401
AAVE,21707.10777,164.9636325,3580883.35
BONE,6583606.526,0.478435466,3149830.859
SHIB,4.44661E+13,6.92E-08,3078102.534
COTI,24712928.48,0.123901547,3061970.058
FLUX,4760416.185,0.6319,3008106.987
SLP,896661057,0.003011535,2700325.81
ALI,201381112.7,0.012640351,2545528.026
ENS,128186.2206,19.25775909,2468579.355
IQ,383151643,0.006313416,2418995.664
LRC,17428238.72,0.137637719,2398783.032
ILV,56394.83415,41.71630228,2352583.948
GEKKO,1.09647E+12,2.04E-06,2238777.402
PAXG,822.6517912,2652.946351,2182451.068
ANKR,64020892.08,0.030314532,1940763.396
COS,251176294.8,0.007687,1930792.178
SPELL,3165975720,0.000586516,1856895.548
ZERC,11216259.4,0.155420404,1743235.568
BOSON,4800239.223,0.361098982,1733361.495
ARKM,1153255.975,1.481246739,1708256.652
PRIME,145165.7666,11.50717386,1670447.715
YFI,315.722314,5260.050605,1660715.349
ATH,25422805.18,0.065216158,1657977.671
WLD,794404.5447,2.029,1611846.821
PYR,517189.8009,3.081484028,1593712.111
LMWR,8673877.24,0.177470969,1539361.398
HOT,821633003.7,0.001871588,1537758.642
CHZ,21584479.69,0.069516867,1500485.405
APE,1815909.794,0.826126381,1500170.986
AXS,280405.6147,5.22540373,1465232.545
AMP,345997356.3,0.00420953,1456486.296
VRA,331527627.3,0.004045635,1341239.936
MKR,824.6981518,1603.339275,1322270.937
ENA,3480454.552,0.360938589,1256230.355
YGG,2524620.996,0.479545072,1210669.558
AXL,1620936.142,0.7039,1140976.95
XYO,239422277.3,0.004725412,1131368.877
KARRAT,1847357.792,0.610055631,1126991.025
LEASH,3014.000707,368.05459,1109316.794
BAT,5616435.116,0.192229377,1079643.823
ACH,52531507.52,0.02024677,1063593.373
MAVIA,632480.4773,1.679191286,1062055.706
REQ,9146621.321,0.107596611,984145.4571
COMP,19676.15569,48.96493216,963441.6286
AUDIO,6812612.895,0.138690957,944847.8042
G-CRE,1994518.172,0.47,937423.5409
ZRX,2540990.909,0.352531934,895780.4401
SUSHI,1199028.245,0.738018395,884904.9006
DAI,883642.4586,0.9999,883554.0944
VANRY,8094778.058,0.10798712,874131.772
CRV,2819334.849,0.298,840161.785
SKL,21433608.09,0.038452168,824168.6953
TRB,10618.29049,76.23079999,809440.7786
AURORA,6155825.463,0.131342339,808520.5158
LPT,54534.27259,14.80826653,807558.0438
GLM,2296188.48,0.343884895,789624.534
FARM,17705.30269,44.11633974,781093.1488
SNX,458421.1385,1.703715077,781019.0054
RADAR,150965481.3,0.005024402,758511.2328
RARI,367279.1976,2.065108479,758471.3852
AGLD,758444.9424,0.9792,742669.2876
BLZ,4768369.413,0.152816384,728684.9722
PRQ,7313277.347,0.098659609,721525.0829
SPEC,76605.25981,9.27252548,710324.2234
QRDO,67192935.48,0.010513,706399.3308
ELON,1.69781E+14,4.08E-09,693121.0596
BIGTIME,5190317.684,0.13181318,684152.2786
CTSI,4445672.809,0.143832879,639433.9201
IOST,107135525.3,0.00572,612815.2046
API3,374774.3118,1.621755748,607792.3944
DAR,3418040.972,0.173812451,594098.0798
TRU,5618557.958,0.104894857,589357.8356
STORJ,1327497.82,0.440633606,584940.1511
ELF,1420218.108,0.400783233,569199.6042
SHRAP,11319660.71,0.049871849,564532.4113
CXT,4762222.63,0.114298202,544313.4835
PIXEL,3346426.132,0.1592,532751.0401
GODS,2554401.888,0.206383393,527186.1283
OGN,5403019.054,0.095880603,518044.7272
1INCH,1686380.681,0.299867842,505691.3351
AEVO,1182620.778,0.422587125,499760.3148
SLN,849413.2487,0.583257916,495427.0012
SPA,70556399.99,0.006897,486627.4907
LDO,385981.6258,1.245633751,480791.7403
ALCX,30582.49975,15.06507248,460727.5755
POWR,1922605.207,0.230797016,443731.5448
ARPA,9195552.304,0.04764,438076.1118
ORN,329461.5602,1.292425397,425804.4879
ZRO,84363.60052,5.021417122,423624.8281
CHR,1862510.086,0.216723265,403649.2672
NKN,4713851.514,0.084769543,399591.0372
ALICE,338249.4616,1.150537426,389168.665
ETHFI,225510.2841,1.657062409,373684.6147
T,13816130.73,0.026037195,359733.284
BICO,1445230.905,0.24753801,357749.5815
CUDOS,29379090.72,0.012118678,356035.75
MASK,146173.0128,2.367808112,346109.6453
MDT,6888435.042,0.049470485,340774.2208
DYDX,321763.4946,1.043869681,335879.1566
L3,4737164.479,0.07067,334775.4138
HIGH,228359.2955,1.449301918,330961.5649
RLC,194532.4392,1.693939634,329526.2089
USDP,329056.4764,0.99988109,329017.3484
NMR,20056.57307,16.19623224,324840.9154
DATA,7135482.64,0.045300781,323242.9362
STRK,668293.9501,0.468918007,313375.0673
TRAC,505288.5078,0.613923661,310208.5703
WOO,1559374.334,0.193912895,302382.792
RARE,2074187.968,0.142361051,295283.5783
UNIBOT,46822.56659,6.213457857,290930.0443
FXS,141502.9188,2.046671047,289609.9269
SQT,40546226.12,0.007120937,288727.1307
POND,22184520.7,0.012962459,287565.9339
DIA,685881.0386,0.403383865,276673.3444
CRPT,19907492.02,0.013645526,271648.1977
KNC,544616.9972,0.4958,270021.1072
BIFI,880.141208,292.3843898,257339.55
IDEX,5474716.449,0.04429,242475.1915
BOBA,975306.4992,0.24572,239652.313
UMA,95332.7991,2.450224929,233586.8009
G,5891025.246,0.03905,230044.5358
BLUR,931730.5322,0.239239558,222906.8005
BCUT,8247241.315,0.026815634,221155.0049
OXT,2714775.497,0.076890548,208740.5743
NEIRO,2296901.525,0.090399929,207639.7343
LBR,3191686.021,0.062878327,200687.8766
PERP,265430.6503,0.697371032,185103.6465
USDC,51227645.68,0.003611931,185030.7439
SUDO,2185108.982,0.084648839,184966.938
ZK,154343.474,1.1294,174315.5195
FORTH,54659.57943,3.162323717,172851.2844
SYN,345665.2923,0.499464549,172647.5595
FLIP,135840.33,1.239581515,168385.162
KP3R,3235.403613,51.16588246,165542.281
GTC,244913.4012,0.666167884,163153.4422
GHST,150014.6245,1.083,162465.8383
KRL,434956.6007,0.36964,160777.3579
PDA,3068733.751,0.0511,156812.2947
OMNI,15612.48881,10.01,156281.013
CVX,72893.47282,2.079042734,151548.6451
LQTY,158887.7807,0.946,150307.8405
STG,424015.559,0.3497,148278.241
BADGER,44449.10281,3.174926135,141122.6182
PIRATE,690575.6486,0.189387858,130786.6427
C98,946031.0927,0.136945284,129554.4964
SNT,5141325.32,0.024646384,126715.0757
ERN,57423.54458,2.174739674,124881.2606
TKO,66797.61227,1.845,123241.5946
GNO,756.7694892,161.2,121991.2417
BNT,222593.9316,0.531658011,118343.847
BANANA,2879.225119,39.58420108,113971.8261
RAD,86777.19481,1.17978878,102378.7608
AERGO,904125.8465,0.112856533,102036.5086
LOKA,410056.4141,0.241745692,99129.37163
ELA,43830.16249,2.099034365,92001.01728
MLN,5475.991233,16.34733539,89517.8653
ALPHA,1311672.602,0.065605467,86052.89385
LIT,91178.34178,0.745,67927.86463
BAL,32138.57626,2.108983421,67779.72451
USDT,23879567.35,0.002812716,67166.43961
OLE,5638095.888,0.01148,64725.3408
SAND,24714884.65,0.002574486,63628.1131
FIS,177709.5067,0.349688247,62142.92581
RPL,5380.222544,11.46261486,61671.41886
FTM,89155.30788,0.6886,61392.345
HFT,335890.741,0.1692,56832.71337
CHKN,7.23252E+11,6.79E-08,49102.53621
OGV,5605076.866,0.008718,48865.06012
MANA,25842688.4,0.001650295,42648.04826
LINK,2108909.235,0.018297544,38587.8592
VVS,15037126471,2.41E-06,36208.7482
GALA,360834579.3,9.87E-05,35621.82747
FTM,29024050.29,0.001208954,35088.73068
SAFE,42136.83557,0.827386349,34863.44255
ENJ,213216.0479,0.162797889,34711.1224
FET,20839.7476,1.631778254,34005.84696
ACX,104389.8224,0.251666002,26271.36923
ENJ,16579266.54,0.001576508,26137.34622
PAXG,1125.780114,21.74408164,24479.05472
STPT,497015.7663,0.048756298,24232.64857
AXS,191162.4,0.102955835,19681.28443
APE,1096272.83,0.016623275,18223.64516
INJ,763.659329,22.99835199,17562.90605
JASMY,115438045.6,0.00013232,15274.81375
TGBP,189170.5217,0.080408802,15210.97508
QNT,96504.12882,0.14852476,14333.25253
XSGD,18021.86243,0.777029534,14003.51937
MAV,54546.90608,0.2377,12965.79958
GRT,27423220.4,0.000444447,12188.1709
GUSD,12152.37,0.999727839,12149.0626
MKR,1188.704768,9.966311621,11847.00214
TOMOE,25774.03689,0.444427618,11454.69382
PUSH,138932.8355,0.080812774,11227.54786
ILV,31973.3796,0.290882806,9300.50637
MIR,547679.6812,0.016337893,8947.931847
MATIC,20541.10661,0.421317091,8654.319287
CHESS,45057,0.168429745,7588.93902
RNDR,1664716.551,0.004518555,7522.112749
IMX,1889366.499,0.003608895,6818.524671
WBTC,35.56618223,151.6225382,5392.634826
CORGIAI,5078919.655,0.000883617,4487.818377
UNI,484792.1395,0.009145932,4433.875934
GEL,25400.41437,0.158052562,4014.600561
DERC,24860.61632,0.152411774,3789.050632
YFI,240.8022447,15.56333352,3747.685647
SNX,280223.4065,0.012162699,3408.272896
DAI,855572.2541,0.003648699,3121.725665
ENS,141689.71,0.019601775,2777.369844
MXC,375962.0423,0.007266004,2731.741604
TUSD,855515.8301,0.003162005,2705.14558
AAVE,19458.59881,0.135238122,2631.544369
FXS,78259.12,0.031251716,2445.731777
TUSD,2235.478261,0.99891,2233.04159
RNDR,335.31569,6.260891168,2099.375042
USDP,658188.7685,0.003059896,2013.989472
COMP,16948.69736,0.112236048,1902.254806
SUSHI,811721.885,0.002219928,1801.964173
PEPE,2.71992E+11,6.06E-09,1649.305085
OCEAN,2313.993299,0.711180596,1645.667134
WBTC,0.02468306,64960,1603.411578
1INCH,891972.5391,0.001456019,1298.72885
CRV,1230441.684,0.000967356,1190.275225
ZETA,1043.430919,0.7004,730.8190156
OMG,2172.214552,0.288772948,627.2768008
LDO,284254.1405,0.001590974,452.2409503
GCW,1.05E+16,3.80E-14,399.1541135
QUICK,8.24,47.24328762,389.28469
ARB,588.8655317,0.6157,362.5645079
FER,67465.10843,0.004415497,297.8920074
AGIX,346.3144991,0.703457066,243.6173816
ORAI,30.9,7.543859235,233.1052504
RPL,3122.584732,0.074013298,231.1127945
BNT,219807.6286,0.001018121,223.7907494
$CAVIAR,30000,0.00732986,219.8958035
REEF,39321.37527,0.004741333,186.435731
RBN,354.8912484,0.421971058,149.7538355
BAL,18741.48387,0.005592464,104.8110817
TRIBE,256.9411714,0.394995858,101.4906985
GNO,555.8695686,0.144847527,80.51633255
MTD,4478.290055,0.01653738,74.05918265
COCO,5E+11,1.29E-10,64.3968259
$JEET,562586,8.13E-05,45.712714
GUA,86664,0.000496904,43.06364724
69420,99000000,4.16E-07,41.23160641
SYLVE,89826367.99,4.13E-07,37.07854122
SRM,1178.393828,0.02836194,33.42153548
RLY,4790.544058,0.005956146,28.53318189
Doge-1,42069,0.000631593,26.57048555
PEN,69420000,3.55E-07,24.63052312
CQT,2476.844454,0.004543649,11.25391066
OMIKAMI,369,0.029088428,10.73362991
ETH,178352.7563,2630.53,469162276.1
wBETH,100869.7849,2764.738483,278878576
BTCB,3400.050804,64988.01,220962535.6
USDT,124298176.3,1.00009,124309363.1
USDT,85472812.61,1.00009,85480505.16
USDC,27860951.65,1,27860951.65
DOGE,138561396.5,0.117220088,16242179.08
PEPE,1.03646E+12,9.46E-06,9804926.229
FDUSD,8752083.195,0.998988618,8743231.493
FIL,952600.8576,4.06836011,3875523.33
BNB,5767.584222,594.8,3430559.095
WLD,1280165.616,2.029,2597456.035
USDC,1598215.519,1,1598215.519
SOL,7946.349972,154.8451779,1230453.975
FDUSD,964211.3303,0.999121667,963364.4319
POL,1989538.552,0.4241,843763.3001
UNI,52420.37971,7.331671664,384329.0125
COTI,1000320.68,0.123901547,123941.2793
USDC,10151.24102,1,10151.24102
ETH,1.57580771,2630.21,4144.705197
BETH,0.87144626,2683.03182,2338.118045
BOOM,62000,0.037057013,2297.534835
BUSD,1471.989909,1.000625569,1472.91074
ACT,60000,0.020148633,1208.917973
DAI,1037.74338,0.9999,1037.639606
BUSD,341.0829159,1.000625569,341.2962867
USDT,122.73988,1.00009,122.7509266
INJ,1.67,22.99835199,38.40724783
TRX,241.511487,0.15293579,36.93575008
PEN,69420000,3.55E-07,24.63052312
BAKE,76.06207122,0.278735714,21.20121576
FLOW,32.40212076,0.62,20.08931487
UST,565,0.01839509,10.39322594
ETH,174810.0947,2630.21,459787259.2
ETH,0.0259,2630.21,68.12244001
PEN,69420000,3.55E-07,24.63052312
ETH,169032.0033,2630.21,444589665.4
Zepe.io,750000,0.22512415,168843.1126
OMG,12732.55425,0.288772948,3676.817232
XDATA,17893.75207,0.04439832,794.4525304
ETC,29.77407151,20.26,603.2226888
LPT,2.269054574,14.79825179,33.5780409
PEN,69420000,3.55E-07,24.63052312
HEX,1000,0.010477643,10.47764321
ETH,168434.9722,2630.21,443019348.3
PEN,69420000,3.55E-07,24.63052312
ETH,156764.501,2630.21,412323558.2
Zepe.io,750000,0.22512415,168843.1126
PEN,69420000,3.55E-07,24.63052312
WETH,0.0093173,2630.21,24.50645563
PLS,224933.6007,4.60E-05,10.33950248
ETH,155226.5409,2630.21,408278400.1
ETH,0.428882479,2630.21,1128.050986
ETH,0.318713843,2630.21,838.284337
ETH,0.119066733,2630.21,313.1705107
PEN,69420000,3.55E-07,24.63052312
ETH,0.005287898,2630.21,13.90828305
ETH,154749.3329,2630.21,407023242.8
NFT,1,22108.9154,22108.9154
xSUSHI,6989.764512,1.068926778,7471.546457
USDT,2213.688252,1.00009,2213.887484
KICK,888888,0.000222308,197.6069805
HEX,1000,0.010477643,10.47764321
ETH,150585.8898,2630.21,396072513.3
PEN,69420000,3.55E-07,24.63052312
PLS,230179.4958,4.60E-05,10.58064007
ETH,150000.0002,2630.21,394531500.4
Zepe.io,750000,0.22512415,168843.1126
PEN,69420000,3.55E-07,24.63052312
WLC,49.77105781,0.283022326,14.08632054
HEX,1000,0.010477643,10.47764321
ETH,150000.0001,2630.74,394611000.2
Zepe.io,750000,0.22512415,168843.1126
USDT,49.067521,1.00009,49.07193708
PEN,69420000,3.55E-07,24.63052312
HEX,1000,0.010477643,10.47764321
ETH,148258.4573,2630.74,390029453.9
SHIB,7.15323E+12,1.85E-05,131984355.8
AVAX,4131470.313,29.03,119936583.2
LINK,8402947.954,12.51661585,105176471.6
UNI,4331915.876,7.331671664,31760184.88
COMP,479810.7616,48.96493216,23493901.39
SHIB,2.24468E+13,6.92E-08,1553850.446
LINK,2465363.196,0.018297544,45110.09119
COMP,228118.0121,0.112236048,25603.0641
UNI,1107270.569,0.009145932,10127.02131
AAVE,1.25,165.1123802,206.3904752
USDC,40,1,40
Sybzero,54403.21011,0.000389269,21.17750542
GUA,28888,0.000496904,14.35454908
ETH,143012.057,2630.4,376178914.7
Zepe.io,750000,0.22512415,168843.1126
MAMO,200000,0.002694865,538.9729171
PEN,69420000,3.55E-07,24.63052312
HEX,1000,0.010477643,10.47764321
ETH,143000,2630.4,376147200
PEN,69420000,3.55E-07,24.63052312
USDT,553611091,1.0001,553666452.1
USDC,418884487.7,1,418884487.7
ETH,142913.3697,2629.43,375780701.7
WBTC,2519.518944,64969.99,163693120.6
FDUSD,158122000.1,0.999121667,157983116.3
FET,13928817.41,1.631778254,22728741.36
POL,52804228.96,0.417217923,22030870.72
Neiro,20648611115,0.001056232,21809724.11
PAXG,7806.339243,2652.946351,20709799.21
SHIB,1.00752E+12,1.85E-05,18589785.34
LSK,18387758.86,0.940697838,17297325
MKR,9946.813081,1603.339275,15948116.07
AAVE,96073.6437,165.1123802,15862947.98
LINK,1248231.929,12.51661585,15623639.55
UNI,2119736.579,7.331671664,15541212.61
PENDLE,3114722.599,4.5375065,14133074.04
YGG,14614338.35,0.479545072,7008233.936
wBETH,2361.28935,2762.868706,6523932.45
CRV,21752211.22,0.2985,6493035.048
BIFI,21080.45058,292.3843898,6163594.678
ZRO,1194848.957,5.031060484,6011357.37
FLOKI,39847946388,0.000149962,5975681.866
WLD,2833207.866,2.031,5754245.177
GALA,245805631.2,0.023134203,5686517.394
ENA,14790045.35,0.360938589,5338298.1
FTM,7246507.93,0.689,4992843.964
UMA,2015575.705,2.450224929,4938613.839
IMX,2704056.16,1.765461151,4773906.102
TLM,400780674.7,0.01161,4653063.633
ARKM,3136745.739,1.481246739,4646294.396
AEUR,4124093.157,1.1172,4607436.875
LDO,3692768.706,1.245633751,4599837.333
